,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,238_frequency_buying_store,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible
75,0e2a0ef0-ec2c-456d-8ab3-ee16f65bb52e,"November 9, 2022",2022-11-09 22:48:37 UTC,Oscar Morales,SRID=4326;POINT(-98.2615284442 19.0192516253),19.0192516253,-98.2615284442,Efectivo,yes,y_producto,4 a 6 cuadras,A pie,1,y_producto_adicional,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,y_servicio_adicional,0,0,0,20,50,50,Male,Micro-restaurant (aka. fondita),Buffet de tacos,1 Photo
76,4d677079-0ae3-4166-afb9-802c21d9d19b,"November 7, 2022",2022-11-08 14:55:09 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.222345439 19.0579346723),19.0579346723,-98.222345439,Tarjeta de débito y/o crédito,yes,y_producto,7 a 10 cuadras,Transporte público,1,y_producto_adicional,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,no,y_servicio_adicional,2,3,0,0,50,28,Male,Grocery store (aka. nanostore),ValTech,1 Photo
78,df0cf8f3-bb6b-40aa-83d3-867756544e41,"November 7, 2022",2022-11-08 04:13:13 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2625222119 19.0192133175),19.0192133175,-98.2625222119,Efectivo,yes,y_producto,más de 10 cuadras,Automóvil,3,y_producto_adicional,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Proveedor de gas",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,no,y_servicio_adicional,1,5,0,50,120,25,Male,Micro-restaurant (aka. fondita),Los sabores,1 Photo
79,8a2eb840-887d-4852-9c41-22d54613e1c6,"November 7, 2022",2022-11-08 04:13:13 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2625588265 19.0196435072),19.0196435072,-98.2625588265,Transferencia interbancaria,yes,y_producto,4 a 6 cuadras,Bicicleta,2,y_producto_adicional,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,"Mobile app,Proveedor de gas",no,"Mobile app,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,y_servicio_adicional,1,3,0,40,100,26,Male,Micro-restaurant (aka. fondita),Cemitas del carmen ,1 Photo
80,8d723f66-aba1-4f0f-90b9-2589522e6b39,"November 7, 2022",2022-11-08 04:13:12 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2624608 19.0200849669),19.0200849669,-98.2624608,Efectivo,yes,y_producto,más de 10 cuadras,Automóvil,3,y_producto_adicional,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"App,Tienda de conveniencia (e.g. OXXO)",no,App,no,yes,Más platillos,2,6,0,30,80,22,Female,Micro-restaurant (aka. fondita),El Brunch,1 Photo
82,1c9ac28a-1c57-454a-946e-14425046ac60,"November 7, 2022",2022-11-08 04:13:11 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2608573122 19.0223302274),19.0223302274,-98.2608573122,Transferencia interbancaria,yes,y_producto,más de 10 cuadras,Automóvil,1,y_producto_adicional,CFE,no,Sistema de agua,no,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,y_servicio_adicional,2,4,0,40,90,33,Male,Micro-restaurant (aka. fondita),El sazón de la jarochita,1 Photo
84,dd77bc8f-6e11-4ebf-a917-f3eb459032d2,"November 7, 2022",2022-11-08 04:13:09 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2606685814 19.0208645258),19.0208645258,-98.2606685814,Efectivo,yes,y_producto,más de 10 cuadras,Motocicleta,1,y_producto_adicional,"CFE,Mobile app",no,"Mobile app,Sistema de agua",no,Proveedor de gas,no,Mobile app,no,"Mobile app,Tienda de conveniencia (e.g. OXXO)",no,no,y_servicio_adicional,3,4,0,80,120,19,Female,Cafeteria,La nueva michoacana,1 Photo
99,ed4984b4-f135-4d12-92ae-64e90adecb47,"November 7, 2022",2022-11-07 22:57:49 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2279899669 19.0598775644),19.0598775644,-98.2279899669,Tarjeta de débito y/o crédito,yes,y_producto,más de 10 cuadras,A pie,1,y_producto_adicional,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,y_servicio_adicional,2,7,0,0,0,30,Male,Dairy products,La Reina de Puebla,no_photo
100,c3363096-2b12-48bc-9650-1c6783f9ebf3,"November 7, 2022",2022-11-07 22:51:16 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2277619174 19.06009126),19.06009126,-98.2277619174,Tarjeta de débito y/o crédito,yes,y_producto,más de 10 cuadras,A pie,1,y_producto_adicional,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Plan telefónico ,no,App,no,no,y_servicio_adicional,2,7,0,40,70,24,Male,Micro-restaurant (aka. fondita),Don asador,1 Photo
101,17623ece-ce96-41af-b47b-6d5475a7f3db,"November 7, 2022",2022-11-07 22:51:15 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2223518282 19.0579026417),19.0579026417,-98.2223518282,Efectivo,yes,y_producto,0 a 3 cuadras,A pie,1,y_producto_adicional,Banco,no,Banco,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,y_servicio_adicional,0,0,0,0,0,45,Male,Grocery store (aka. nanostore),Ferretería Ambriz,1 Photo
105,be6abfdf-59a4-40df-b285-eef7704eb153,"November 7, 2022",2022-11-07 22:41:06 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2224507951 19.0579616816),19.0579616816,-98.2224507951,Efectivo,yes,y_producto,0 a 3 cuadras,A pie,1,y_producto_adicional,Supermercado,no,Supermercado,no,No lo hago,no,Tiendita,no,No lo hago,no,no,y_servicio_adicional,2,1,0,0,0,60,Female,Grocery store (aka. nanostore),Splashbit,1 Photo
111,f65a8190-df80-440e-83bc-2639decfffd0,"November 3, 2022",2022-11-03 20:05:31 UTC,Daniel Serrano,SRID=4326;POINT(-98.2678556442 19.0352804088),19.0352804088,-98.2678556442,Efectivo,yes,y_producto,30 min,Transporte público,1,y_producto_adicional,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,y_servicio_adicional,1,1,0,50,70,21,Female,Cafeteria,La parrilla del lobo,1 Photo
112,70f42238-83b5-4a16-9f2e-a758efb8afb0,"November 3, 2022",2022-11-03 20:04:35 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2678617 19.0354511),19.0354511,-98.2678617,Efectivo,yes,y_producto,0 a 3 cuadras,A pie,1,y_producto_adicional,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,y_servicio_adicional,3,2,0,0,0,18,Male,Cafeteria,La Parrilla del lobo,1 Photo
113,e4727f46-797f-4344-b183-0deeed11750f,"November 3, 2022",2022-11-03 20:04:34 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2678314 19.0354858),19.0354858,-98.2678314,Efectivo,yes,y_producto,más de 10 cuadras,Didi,1,y_producto_adicional,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,y_servicio_adicional,2,4,0,30,100,18,Male,Cafeteria,Crudopolis,1 Photo
